Census,School,Category,Year,Students
01-Feb-13,Franklin School,Gov,Kindergarten,15
01-Feb-13,Franklin School,Gov,Preschool,65
01-Feb-13,Franklin School,Gov,Year 1,3
01-Feb-13,Franklin School,Gov,Year 2,2
01-Feb-13,Fraser Primary School,Gov,Kindergarten,70
01-Feb-13,Fraser Primary School,Gov,Preschool,60
01-Feb-13,Fraser Primary School,Gov,Year 1,51
01-Feb-13,Fraser Primary School,Gov,Year 2,57
01-Feb-13,Fraser Primary School,Gov,Year 3,45
01-Feb-13,Fraser Primary School,Gov,Year 4,48
01-Feb-13,Fraser Primary School,Gov,Year 5,46
01-Feb-13,Fraser Primary School,Gov,Year 6,54
01-Feb-13,Garran Primary School,Gov,Kindergarten,63
01-Feb-13,Garran Primary School,Gov,Preschool,50
01-Feb-13,Garran Primary School,Gov,Year 1,75
01-Feb-13,Garran Primary School,Gov,Year 2,81
01-Feb-13,Garran Primary School,Gov,Year 3,66
01-Feb-13,Garran Primary School,Gov,Year 4,88
01-Feb-13,Garran Primary School,Gov,Year 5,78
01-Feb-13,Garran Primary School,Gov,Year 6,75
01-Feb-13,Gilmore Primary School,Gov,Kindergarten,16
01-Feb-13,Gilmore Primary School,Gov,Preschool,20
01-Feb-13,Gilmore Primary School,Gov,Year 1,23
01-Feb-13,Gilmore Primary School,Gov,Year 2,23
01-Feb-13,Gilmore Primary School,Gov,Year 3,17
01-Feb-13,Gilmore Primary School,Gov,Year 4,27
01-Feb-13,Gilmore Primary School,Gov,Year 5,16
01-Feb-13,Gilmore Primary School,Gov,Year 6,16
01-Feb-13,Giralang Primary School,Gov,Kindergarten,36
01-Feb-13,Giralang Primary School,Gov,Preschool,33
01-Feb-13,Giralang Primary School,Gov,Year 1,20
01-Feb-13,Giralang Primary School,Gov,Year 2,28
01-Feb-13,Giralang Primary School,Gov,Year 3,21
01-Feb-13,Giralang Primary School,Gov,Year 4,22
01-Feb-13,Giralang Primary School,Gov,Year 5,16
01-Feb-13,Giralang Primary School,Gov,Year 6,13
01-Feb-13,Gold Creek School,Gov,Kindergarten,66
01-Feb-13,Gold Creek School,Gov,Preschool,144
01-Feb-13,Gold Creek School,Gov,Year 1,68
01-Feb-13,Gold Creek School,Gov,Year 10,160
01-Feb-13,Gold Creek School,Gov,Year 2,65
01-Feb-13,Gold Creek School,Gov,Year 3,49
01-Feb-13,Gold Creek School,Gov,Year 4,61
01-Feb-13,Gold Creek School,Gov,Year 5,65
01-Feb-13,Gold Creek School,Gov,Year 6,75
01-Feb-13,Gold Creek School,Gov,Year 7,115
01-Feb-13,Gold Creek School,Gov,Year 8,126
01-Feb-13,Gold Creek School,Gov,Year 9,121
01-Feb-13,Good Shepherd Primary School,Non Gov,Kindergarten,174
01-Feb-13,Good Shepherd Primary School,Non Gov,Preschool,109
01-Feb-13,Good Shepherd Primary School,Non Gov,Year 1,203
01-Feb-13,Good Shepherd Primary School,Non Gov,Year 2,157
01-Feb-13,Good Shepherd Primary School,Non Gov,Year 3,146
01-Feb-13,Good Shepherd Primary School,Non Gov,Year 4,129
01-Feb-13,Good Shepherd Primary School,Non Gov,Year 5,109
01-Feb-13,Good Shepherd Primary School,Non Gov,Year 6,84
01-Feb-13,Good Shepherd Primary School,Non Gov,Year 7,100
01-Feb-13,Gordon Primary School,Gov,Kindergarten,61
01-Feb-13,Gordon Primary School,Gov,Preschool,109
01-Feb-13,Gordon Primary School,Gov,Year 1,68
01-Feb-13,Gordon Primary School,Gov,Year 2,61
01-Feb-13,Gordon Primary School,Gov,Year 3,46
01-Feb-13,Gordon Primary School,Gov,Year 4,45
01-Feb-13,Gordon Primary School,Gov,Year 5,43
01-Feb-13,Gordon Primary School,Gov,Year 6,47
01-Feb-13,Gowrie Primary School,Gov,Kindergarten,27
01-Feb-13,Gowrie Primary School,Gov,Preschool,41
01-Feb-13,Gowrie Primary School,Gov,Year 1,23
01-Feb-13,Gowrie Primary School,Gov,Year 2,28
01-Feb-13,Gowrie Primary School,Gov,Year 3,30
01-Feb-13,Gowrie Primary School,Gov,Year 4,26
01-Feb-13,Gowrie Primary School,Gov,Year 5,29
01-Feb-13,Gowrie Primary School,Gov,Year 6,19
01-Feb-13,Gungahlin College,Gov,Year 10,15
01-Feb-13,Gungahlin College,Gov,Year 11,413
01-Feb-13,Gungahlin College,Gov,Year 12,311
01-Feb-13,Harrison School,Gov,Kindergarten,150
01-Feb-13,Harrison School,Gov,Preschool,131
01-Feb-13,Harrison School,Gov,Year 1,155
01-Feb-13,Harrison School,Gov,Year 2,148
01-Feb-13,Harrison School,Gov,Year 3,114
01-Feb-13,Harrison School,Gov,Year 4,127
01-Feb-13,Harrison School,Gov,Year 5,102
01-Feb-13,Harrison School,Gov,Year 6,81
01-Feb-13,Harrison School,Gov,Year 7,99
01-Feb-13,Harrison School,Gov,Year 8,83
01-Feb-13,Harrison School,Gov,Year 9,58
01-Feb-13,Hawker College,Gov,Year 11,280
01-Feb-13,Hawker College,Gov,Year 12,223
01-Feb-13,Hawker Primary School,Gov,Kindergarten,36
01-Feb-13,Hawker Primary School,Gov,Preschool,48
01-Feb-13,Hawker Primary School,Gov,Year 1,37
01-Feb-13,Hawker Primary School,Gov,Year 2,49
01-Feb-13,Hawker Primary School,Gov,Year 3,49
01-Feb-13,Hawker Primary School,Gov,Year 4,42
01-Feb-13,Hawker Primary School,Gov,Year 5,26
01-Feb-13,Hawker Primary School,Gov,Year 6,48
01-Feb-13,Holy Family Primary School,Non Gov,Kindergarten,103
01-Feb-13,Holy Family Primary School,Non Gov,Preschool,90
01-Feb-13,Holy Family Primary School,Non Gov,Year 1,97
01-Feb-13,Holy Family Primary School,Non Gov,Year 2,113
01-Feb-13,Holy Family Primary School,Non Gov,Year 3,77
01-Feb-13,Holy Family Primary School,Non Gov,Year 4,85
01-Feb-13,Holy Family Primary School,Non Gov,Year 5,83
01-Feb-13,Holy Family Primary School,Non Gov,Year 6,71
01-Feb-13,Holy Spirit Primary School,Non Gov,Kindergarten,61
01-Feb-13,Holy Spirit Primary School,Non Gov,Year 1,60
01-Feb-13,Holy Spirit Primary School,Non Gov,Year 2,67
01-Feb-13,Holy Spirit Primary School,Non Gov,Year 3,71
01-Feb-13,Holy Spirit Primary School,Non Gov,Year 4,57
01-Feb-13,Holy Spirit Primary School,Non Gov,Year 5,78
01-Feb-13,Holy Spirit Primary School,Non Gov,Year 6,75
01-Feb-13,Holy Trinity Primary School,Non Gov,Kindergarten,50
01-Feb-13,Holy Trinity Primary School,Non Gov,Preschool,60
01-Feb-13,Holy Trinity Primary School,Non Gov,Year 1,50
01-Feb-13,Holy Trinity Primary School,Non Gov,Year 2,48
01-Feb-13,Holy Trinity Primary School,Non Gov,Year 3,30
01-Feb-13,Holy Trinity Primary School,Non Gov,Year 4,37
01-Feb-13,Holy Trinity Primary School,Non Gov,Year 5,33
01-Feb-13,Holy Trinity Primary School,Non Gov,Year 6,17
01-Feb-13,Hughes Primary School,Gov,Kindergarten,49
01-Feb-13,Hughes Primary School,Gov,Preschool,38
01-Feb-13,Hughes Primary School,Gov,Year 1,41
01-Feb-13,Hughes Primary School,Gov,Year 2,47
01-Feb-13,Hughes Primary School,Gov,Year 3,48
01-Feb-13,Hughes Primary School,Gov,Year 4,44
01-Feb-13,Hughes Primary School,Gov,Year 5,38
01-Feb-13,Hughes Primary School,Gov,Year 6,34
01-Feb-13,Isabella Plains Early Childhood School,Gov,Kindergarten,36
01-Feb-13,Isabella Plains Early Childhood School,Gov,Preschool,79
01-Feb-13,Isabella Plains Early Childhood School,Gov,Year 1,31
01-Feb-13,Isabella Plains Early Childhood School,Gov,Year 2,30
01-Feb-13,Islamic School of Canberra,Non Gov,Kindergarten,31
01-Feb-13,Islamic School of Canberra,Non Gov,Year 1,19
01-Feb-13,Islamic School of Canberra,Non Gov,Year 2,23
01-Feb-13,Islamic School of Canberra,Non Gov,Year 3,26
01-Feb-13,Islamic School of Canberra,Non Gov,Year 4,24
01-Feb-13,Islamic School of Canberra,Non Gov,Year 5,16
01-Feb-13,Islamic School of Canberra,Non Gov,Year 6,20
01-Feb-13,Jervis Bay School,Gov,Kindergarten,10
01-Feb-13,Jervis Bay School,Gov,Preschool,20
01-Feb-13,Jervis Bay School,Gov,Year 1,9
01-Feb-13,Jervis Bay School,Gov,Year 2,7
01-Feb-13,Jervis Bay School,Gov,Year 3,5
01-Feb-13,Jervis Bay School,Gov,Year 4,6
01-Feb-13,Jervis Bay School,Gov,Year 5,8
01-Feb-13,Jervis Bay School,Gov,Year 6,5
01-Feb-13,Kaleen Primary School,Gov,Kindergarten,72
01-Feb-13,Kaleen Primary School,Gov,Preschool,83
01-Feb-13,Kaleen Primary School,Gov,Year 1,68
01-Feb-13,Kaleen Primary School,Gov,Year 2,70
01-Feb-13,Kaleen Primary School,Gov,Year 3,74
01-Feb-13,Kaleen Primary School,Gov,Year 4,51
01-Feb-13,Kaleen Primary School,Gov,Year 5,77
01-Feb-13,Kaleen Primary School,Gov,Year 6,72
01-Feb-13,Kingsford Smith School,Gov,Kindergarten,72
01-Feb-13,Kingsford Smith School,Gov,Preschool,90
01-Feb-13,Kingsford Smith School,Gov,Year 1,69
01-Feb-13,Kingsford Smith School,Gov,Year 10,106
01-Feb-13,Kingsford Smith School,Gov,Year 2,76
01-Feb-13,Kingsford Smith School,Gov,Year 3,72
01-Feb-13,Kingsford Smith School,Gov,Year 4,68
01-Feb-13,Kingsford Smith School,Gov,Year 5,54
01-Feb-13,Kingsford Smith School,Gov,Year 6,69
01-Feb-13,Kingsford Smith School,Gov,Year 7,93
01-Feb-13,Kingsford Smith School,Gov,Year 8,88
01-Feb-13,Kingsford Smith School,Gov,Year 9,85
01-Feb-13,Koori Preschool,Gov,Preschool,44
01-Feb-13,Lake Tuggeranong College,Gov,Year 10,10
01-Feb-13,Lake Tuggeranong College,Gov,Year 11,434
01-Feb-13,Lake Tuggeranong College,Gov,Year 12,414
01-Feb-13,Lanyon High School,Gov,Year 10,140
01-Feb-13,Lanyon High School,Gov,Year 7,101
01-Feb-13,Lanyon High School,Gov,Year 8,103
01-Feb-13,Lanyon High School,Gov,Year 9,125
01-Feb-13,Latham Primary School,Gov,Kindergarten,50
01-Feb-13,Latham Primary School,Gov,Preschool,50
01-Feb-13,Latham Primary School,Gov,Year 1,36
01-Feb-13,Latham Primary School,Gov,Year 2,39
01-Feb-13,Latham Primary School,Gov,Year 3,33
01-Feb-13,Latham Primary School,Gov,Year 4,35
01-Feb-13,Latham Primary School,Gov,Year 5,39
01-Feb-13,Latham Primary School,Gov,Year 6,32
01-Feb-13,Lyneham High School,Gov,Year 10,262
01-Feb-13,Lyneham High School,Gov,Year 7,263
01-Feb-13,Lyneham High School,Gov,Year 8,259
01-Feb-13,Lyneham High School,Gov,Year 9,284
01-Feb-13,Lyneham Primary School,Gov,Kindergarten,45
01-Feb-13,Lyneham Primary School,Gov,Preschool,72
01-Feb-13,Lyneham Primary School,Gov,Year 1,41
01-Feb-13,Lyneham Primary School,Gov,Year 2,67
01-Feb-13,Lyneham Primary School,Gov,Year 3,45
01-Feb-13,Lyneham Primary School,Gov,Year 4,53
01-Feb-13,Lyneham Primary School,Gov,Year 5,37
01-Feb-13,Lyneham Primary School,Gov,Year 6,61
01-Feb-13,Lyons Early Childhood School,Gov,Kindergarten,50
01-Feb-13,Lyons Early Childhood School,Gov,Preschool,57
01-Feb-13,Lyons Early Childhood School,Gov,Year 1,24
01-Feb-13,Lyons Early Childhood School,Gov,Year 2,16
01-Feb-13,Macgregor Primary School,Gov,Kindergarten,67
01-Feb-13,Macgregor Primary School,Gov,Preschool,80
01-Feb-13,Macgregor Primary School,Gov,Year 1,76
01-Feb-13,Macgregor Primary School,Gov,Year 2,54
01-Feb-13,Macgregor Primary School,Gov,Year 3,55
01-Feb-13,Macgregor Primary School,Gov,Year 4,39
01-Feb-13,Macgregor Primary School,Gov,Year 5,49
01-Feb-13,Macgregor Primary School,Gov,Year 6,39
01-Feb-13,Macquarie Primary School,Gov,Kindergarten,48
01-Feb-13,Macquarie Primary School,Gov,Preschool,43
01-Feb-13,Macquarie Primary School,Gov,Year 1,45
01-Feb-13,Macquarie Primary School,Gov,Year 2,48
01-Feb-13,Macquarie Primary School,Gov,Year 3,41
01-Feb-13,Macquarie Primary School,Gov,Year 4,48
01-Feb-13,Macquarie Primary School,Gov,Year 5,40
01-Feb-13,Macquarie Primary School,Gov,Year 6,31
01-Feb-13,Majura Primary School,Gov,Kindergarten,66
01-Feb-13,Majura Primary School,Gov,Preschool,77
01-Feb-13,Majura Primary School,Gov,Year 1,78
01-Feb-13,Majura Primary School,Gov,Year 2,76
01-Feb-13,Majura Primary School,Gov,Year 3,78
01-Feb-13,Majura Primary School,Gov,Year 4,64
01-Feb-13,Majura Primary School,Gov,Year 5,72
01-Feb-13,Majura Primary School,Gov,Year 6,56
01-Feb-13,Malkara School,Gov,Kindergarten,8
01-Feb-13,Malkara School,Gov,Preschool,40
01-Feb-13,Malkara School,Gov,Year 1,14
01-Feb-13,Malkara School,Gov,Year 2,9
01-Feb-13,Malkara School,Gov,Year 3,13
01-Feb-13,Malkara School,Gov,Year 4,5
01-Feb-13,Malkara School,Gov,Year 5,5
01-Feb-13,Malkara School,Gov,Year 6,9
01-Feb-13,Maribyrnong Primary School,Gov,Kindergarten,33
01-Feb-13,Maribyrnong Primary School,Gov,Preschool,55
01-Feb-13,Maribyrnong Primary School,Gov,Year 1,29
01-Feb-13,Maribyrnong Primary School,Gov,Year 2,35
01-Feb-13,Maribyrnong Primary School,Gov,Year 3,29
01-Feb-13,Maribyrnong Primary School,Gov,Year 4,39
01-Feb-13,Maribyrnong Primary School,Gov,Year 5,28
01-Feb-13,Maribyrnong Primary School,Gov,Year 6,19
01-Feb-13,Marist College Canberra,Non Gov,Year 10,209
01-Feb-13,Marist College Canberra,Non Gov,Year 11,188
01-Feb-13,Marist College Canberra,Non Gov,Year 12,178
01-Feb-13,Marist College Canberra,Non Gov,Year 4,121
01-Feb-13,Marist College Canberra,Non Gov,Year 5,121
01-Feb-13,Marist College Canberra,Non Gov,Year 6,142
01-Feb-13,Marist College Canberra,Non Gov,Year 7,234
01-Feb-13,Marist College Canberra,Non Gov,Year 8,229
01-Feb-13,Marist College Canberra,Non Gov,Year 9,211
01-Feb-13,Mawson Primary School,Gov,Kindergarten,37
01-Feb-13,Mawson Primary School,Gov,Preschool,45
01-Feb-13,Mawson Primary School,Gov,Year 1,24
01-Feb-13,Mawson Primary School,Gov,Year 2,27
01-Feb-13,Mawson Primary School,Gov,Year 3,28
01-Feb-13,Mawson Primary School,Gov,Year 4,20
01-Feb-13,Mawson Primary School,Gov,Year 5,24
01-Feb-13,Mawson Primary School,Gov,Year 6,14
01-Feb-13,Melba Copland Secondary School,Gov,Year 10,130
01-Feb-13,Melba Copland Secondary School,Gov,Year 11,84
01-Feb-13,Melba Copland Secondary School,Gov,Year 12,122
01-Feb-13,Melba Copland Secondary School,Gov,Year 7,82
01-Feb-13,Melba Copland Secondary School,Gov,Year 8,97
01-Feb-13,Melba Copland Secondary School,Gov,Year 9,114
01-Feb-13,Melrose High School,Gov,Year 10,204
01-Feb-13,Melrose High School,Gov,Year 7,178
01-Feb-13,Melrose High School,Gov,Year 8,156
01-Feb-13,Melrose High School,Gov,Year 9,185
01-Feb-13,Merici College,Non Gov,Year 10,177
01-Feb-13,Merici College,Non Gov,Year 11,135
01-Feb-13,Merici College,Non Gov,Year 12,117
01-Feb-13,Merici College,Non Gov,Year 7,180
01-Feb-13,Merici College,Non Gov,Year 8,191
01-Feb-13,Merici College,Non Gov,Year 9,206
01-Feb-13,Miles Franklin Primary School,Gov,Kindergarten,76
01-Feb-13,Miles Franklin Primary School,Gov,Preschool,81
01-Feb-13,Miles Franklin Primary School,Gov,Year 1,66
01-Feb-13,Miles Franklin Primary School,Gov,Year 2,51
01-Feb-13,Miles Franklin Primary School,Gov,Year 3,53
01-Feb-13,Miles Franklin Primary School,Gov,Year 4,57
01-Feb-13,Miles Franklin Primary School,Gov,Year 5,40
01-Feb-13,Miles Franklin Primary School,Gov,Year 6,55
01-Feb-13,Monash Primary School,Gov,Kindergarten,55
01-Feb-13,Monash Primary School,Gov,Preschool,85
01-Feb-13,Monash Primary School,Gov,Year 1,54
01-Feb-13,Monash Primary School,Gov,Year 2,55
01-Feb-13,Monash Primary School,Gov,Year 3,39
01-Feb-13,Monash Primary School,Gov,Year 4,68
01-Feb-13,Monash Primary School,Gov,Year 5,49
01-Feb-13,Monash Primary School,Gov,Year 6,46
01-Feb-13,Mount Rogers Primary School,Gov,Kindergarten,61
01-Feb-13,Mount Rogers Primary School,Gov,Preschool,118
01-Feb-13,Mount Rogers Primary School,Gov,Year 1,52
01-Feb-13,Mount Rogers Primary School,Gov,Year 2,55
01-Feb-13,Mount Rogers Primary School,Gov,Year 3,36
01-Feb-13,Mount Rogers Primary School,Gov,Year 4,49
01-Feb-13,Mount Rogers Primary School,Gov,Year 5,31
01-Feb-13,Mount Rogers Primary School,Gov,Year 6,30
01-Feb-13,Mount Stromlo High School,Gov,Year 10,190
01-Feb-13,Mount Stromlo High School,Gov,Year 6,21
01-Feb-13,Mount Stromlo High School,Gov,Year 7,143
01-Feb-13,Mount Stromlo High School,Gov,Year 8,147
01-Feb-13,Mount Stromlo High School,Gov,Year 9,177
01-Feb-13,Namadgi School,Gov,Kindergarten,69
01-Feb-13,Namadgi School,Gov,Preschool,116
01-Feb-13,Namadgi School,Gov,Year 1,71
01-Feb-13,Namadgi School,Gov,Year 2,63
01-Feb-13,Namadgi School,Gov,Year 3,45
01-Feb-13,Namadgi School,Gov,Year 4,50
01-Feb-13,Namadgi School,Gov,Year 5,42
01-Feb-13,Namadgi School,Gov,Year 6,45
01-Feb-13,Namadgi School,Gov,Year 7,64
01-Feb-13,Namadgi School,Gov,Year 8,60
01-Feb-13,Namadgi School,Gov,Year 9,50
01-Feb-13,Narrabundah College,Gov,Year 11,509
01-Feb-13,Narrabundah College,Gov,Year 12,436
01-Feb-13,Narrabundah Early Childhood School,Gov,Kindergarten,23
01-Feb-13,Narrabundah Early Childhood School,Gov,Preschool,58
01-Feb-13,Narrabundah Early Childhood School,Gov,Year 1,20
01-Feb-13,Narrabundah Early Childhood School,Gov,Year 2,22
01-Feb-13,Neville Bonner Primary School,Gov,Kindergarten,41
01-Feb-13,Neville Bonner Primary School,Gov,Preschool,89
01-Feb-13,Neville Bonner Primary School,Gov,Year 1,22
01-Feb-13,Neville Bonner Primary School,Gov,Year 2,18
01-Feb-13,Neville Bonner Primary School,Gov,Year 3,18
01-Feb-13,Neville Bonner Primary School,Gov,Year 4,8
01-Feb-13,Neville Bonner Primary School,Gov,Year 5,17
01-Feb-13,Neville Bonner Primary School,Gov,Year 6,3
01-Feb-13,Ngunnawal Primary School,Gov,Kindergarten,77
01-Feb-13,Ngunnawal Primary School,Gov,Preschool,110
01-Feb-13,Ngunnawal Primary School,Gov,Year 1,79
01-Feb-13,Ngunnawal Primary School,Gov,Year 2,85
01-Feb-13,Ngunnawal Primary School,Gov,Year 3,65
01-Feb-13,Ngunnawal Primary School,Gov,Year 4,75
01-Feb-13,Ngunnawal Primary School,Gov,Year 5,58
01-Feb-13,Ngunnawal Primary School,Gov,Year 6,40
01-Feb-13,North Ainslie Primary School,Gov,Kindergarten,68
01-Feb-13,North Ainslie Primary School,Gov,Preschool,83
01-Feb-13,North Ainslie Primary School,Gov,Year 1,82
01-Feb-13,North Ainslie Primary School,Gov,Year 2,64
01-Feb-13,North Ainslie Primary School,Gov,Year 3,57
01-Feb-13,North Ainslie Primary School,Gov,Year 4,43
01-Feb-13,North Ainslie Primary School,Gov,Year 5,43
01-Feb-13,North Ainslie Primary School,Gov,Year 6,43
01-Feb-13,O'Connor Cooperative School,Gov,Kindergarten,20
01-Feb-13,O'Connor Cooperative School,Gov,Preschool,21
01-Feb-13,O'Connor Cooperative School,Gov,Year 1,18
01-Feb-13,O'Connor Cooperative School,Gov,Year 2,18
01-Feb-13,Orana Steiner School,Non Gov,Kindergarten,57
01-Feb-13,Orana Steiner School,Non Gov,Preschool,39
01-Feb-13,Orana Steiner School,Non Gov,Year 1,47
01-Feb-13,Orana Steiner School,Non Gov,Year 10,36
01-Feb-13,Orana Steiner School,Non Gov,Year 11,25
01-Feb-13,Orana Steiner School,Non Gov,Year 12,23
01-Feb-13,Orana Steiner School,Non Gov,Year 2,56
01-Feb-13,Orana Steiner School,Non Gov,Year 3,51
01-Feb-13,Orana Steiner School,Non Gov,Year 4,54
01-Feb-13,Orana Steiner School,Non Gov,Year 5,56
01-Feb-13,Orana Steiner School,Non Gov,Year 6,48
01-Feb-13,Orana Steiner School,Non Gov,Year 7,52
01-Feb-13,Orana Steiner School,Non Gov,Year 8,47
01-Feb-13,Orana Steiner School,Non Gov,Year 9,42
01-Feb-13,Palmerston District Primary School,Gov,Kindergarten,68
01-Feb-13,Palmerston District Primary School,Gov,Preschool,67
01-Feb-13,Palmerston District Primary School,Gov,Year 1,70
01-Feb-13,Palmerston District Primary School,Gov,Year 2,49
01-Feb-13,Palmerston District Primary School,Gov,Year 3,60
01-Feb-13,Palmerston District Primary School,Gov,Year 4,46
01-Feb-13,Palmerston District Primary School,Gov,Year 5,42
01-Feb-13,Palmerston District Primary School,Gov,Year 6,35
01-Feb-13,Radford College,Non Gov,Kindergarten,44
01-Feb-13,Radford College,Non Gov,Preschool,44
01-Feb-13,Radford College,Non Gov,Year 1,44
01-Feb-13,Radford College,Non Gov,Year 10,176
01-Feb-13,Radford College,Non Gov,Year 11,176
01-Feb-13,Radford College,Non Gov,Year 12,175
01-Feb-13,Radford College,Non Gov,Year 2,44
01-Feb-13,Radford College,Non Gov,Year 3,96
01-Feb-13,Radford College,Non Gov,Year 4,96
01-Feb-13,Radford College,Non Gov,Year 5,98
01-Feb-13,Radford College,Non Gov,Year 6,97
01-Feb-13,Radford College,Non Gov,Year 7,176
01-Feb-13,Radford College,Non Gov,Year 8,178
01-Feb-13,Radford College,Non Gov,Year 9,177
01-Feb-13,Red Hill Primary School,Gov,Kindergarten,62
01-Feb-13,Red Hill Primary School,Gov,Preschool,76
01-Feb-13,Red Hill Primary School,Gov,Year 1,85
01-Feb-13,Red Hill Primary School,Gov,Year 2,91
01-Feb-13,Red Hill Primary School,Gov,Year 3,83
01-Feb-13,Red Hill Primary School,Gov,Year 4,82
01-Feb-13,Red Hill Primary School,Gov,Year 5,67
01-Feb-13,Red Hill Primary School,Gov,Year 6,80
01-Feb-13,Richardson Primary School,Gov,Kindergarten,32
01-Feb-13,Richardson Primary School,Gov,Preschool,31
01-Feb-13,Richardson Primary School,Gov,Year 1,22
01-Feb-13,Richardson Primary School,Gov,Year 2,29
01-Feb-13,Richardson Primary School,Gov,Year 3,31
01-Feb-13,Richardson Primary School,Gov,Year 4,17
01-Feb-13,Richardson Primary School,Gov,Year 5,24
01-Feb-13,Richardson Primary School,Gov,Year 6,19
01-Feb-13,Rosary Primary School,Non Gov,Kindergarten,46
01-Feb-13,Rosary Primary School,Non Gov,Year 1,55
01-Feb-13,Rosary Primary School,Non Gov,Year 2,53
01-Feb-13,Rosary Primary School,Non Gov,Year 3,47
01-Feb-13,Rosary Primary School,Non Gov,Year 4,53
01-Feb-13,Rosary Primary School,Non Gov,Year 5,55
01-Feb-13,Rosary Primary School,Non Gov,Year 6,55
01-Feb-13,Sacred Heart Primary School,Non Gov,Kindergarten,56
01-Feb-13,Sacred Heart Primary School,Non Gov,Year 1,51
01-Feb-13,Sacred Heart Primary School,Non Gov,Year 2,60
01-Feb-13,Sacred Heart Primary School,Non Gov,Year 3,60
